,floor,hour,direction,avgWait_weekday
0,1,0,down,3.6356
1,1,0,up,6.3985
2,1,1,down,7.350526315789473
3,1,1,up,7.596315789473685
4,1,2,down,6.587391304347825
5,1,2,up,9.26
6,1,3,down,8.808823529411764
7,1,3,up,9.8775
8,1,4,down,5.8603030303030295
9,1,4,up,6.327272727272727
10,1,5,down,10.511875
11,1,5,up,10.713030303030305
12,1,6,down,16.142898550724638
13,1,6,up,16.744932126696835
14,1,7,down,20.91175438596491
15,1,7,up,16.640182767624022
16,1,8,down,11.550469798657717
17,1,8,up,19.56193083573487
18,1,9,down,12.462745098039216
19,1,9,up,20.319430199430197
20,1,10,down,12.959842105263156
21,1,10,up,21.644589665653495
22,1,11,down,10.843640167364017
23,1,11,up,16.661162790697674
24,1,12,down,12.01
25,1,12,up,16.288736059479554
26,1,13,down,11.802623762376237
27,1,13,up,17.564781250000003
28,1,14,down,12.689725274725273
29,1,14,up,18.8876582278481
30,1,15,down,10.449820359281436
31,1,15,up,17.072666666666667
32,1,16,down,10.007486338797813
33,1,16,up,17.614123376623375
34,1,17,down,11.501534653465347
35,1,17,up,17.678371212121213
36,1,18,down,12.974812499999999
37,1,18,up,17.44681818181818
38,1,19,down,10.732459016393443
39,1,19,up,14.716375
40,1,20,down,8.247575757575758
41,1,20,up,9.629615384615384
42,1,21,down,8.773714285714286
43,1,21,up,9.787764705882353
44,1,22,up,9.244468085106384
45,1,22,down,14.31684210526316
46,1,23,down,10.808235294117644
47,1,23,up,12.799850746268657
48,2,0,down,12.822999999999999
49,2,0,up,25.53
50,2,1,up,17.49
51,2,1,down,12.763333333333335
52,2,2,down,9.83
53,2,2,up,1.06
54,2,3,down,17.6
55,2,3,up,1.1600000000000001
56,2,4,down,16.555
57,2,5,up,9.6
58,2,6,down,11.777
59,2,6,up,4.76
60,2,7,down,20.74171875
61,2,7,up,5.363125
62,2,8,down,16.25045112781955
63,2,8,up,9.400263157894736
64,2,9,down,15.004033149171269
65,2,9,up,9.269487179487179
66,2,10,down,12.700449438202247
67,2,10,up,10.336333333333334
68,2,11,down,10.850397727272728
