,floor,hour,direction,avgWait_weekend
0,1,0,up,2.9479166666666665
1,1,0,down,1.32
2,1,1,down,1.245
3,1,1,up,1.5614999999999999
4,1,2,down,0.9289999999999999
5,1,2,up,2.272
6,1,3,up,1.42625
7,1,4,down,10.373999999999999
8,1,4,up,4.660666666666667
9,1,5,down,1.0859999999999999
10,1,5,up,2.578695652173913
11,1,6,down,7.737727272727272
12,1,6,up,9.787625
13,1,7,down,27.99310344827586
14,1,7,up,14.093353658536586
15,1,8,down,18.065757575757576
16,1,8,up,13.445165562913905
17,1,9,down,27.921999999999997
18,1,9,up,14.012296296296295
19,1,10,down,16.70074074074074
20,1,10,up,17.54942028985507
21,1,11,down,19.294193548387096
22,1,11,up,14.592248062015505
23,1,12,down,16.55111111111111
24,1,12,up,13.464228187919463
25,1,13,down,16.70625
26,1,13,up,15.374140625
27,1,14,down,14.707692307692309
28,1,14,up,12.730710059171596
29,1,15,down,14.643555555555556
30,1,15,up,14.205149700598804
31,1,16,down,13.928148148148148
32,1,16,up,13.104210526315791
33,1,17,down,16.550689655172416
34,1,17,up,15.828
35,1,18,down,20.3332
36,1,18,up,14.922540540540542
37,1,19,down,19.416296296296295
38,1,19,up,12.49436170212766
39,1,20,down,21.635833333333334
40,1,20,up,7.191538461538461
41,1,21,down,8.261538461538462
42,1,21,up,6.705181818181819
43,1,22,down,8.96
44,1,22,up,5.698101265822785
45,1,23,down,10.388333333333334
46,1,23,up,6.921315789473684
47,2,7,up,10.35
48,2,8,up,6.02
49,2,8,down,13.958333333333334
50,2,9,down,26.347826086956523
51,2,9,up,8.17
52,2,10,down,18.37909090909091
53,2,10,up,14.1
54,2,11,down,18.95111111111111
55,2,11,up,7.471764705882354
56,2,12,down,9.930000000000001
57,2,12,up,16.92125
58,2,13,down,28.602857142857143
59,2,13,up,23.00142857142857
60,2,14,down,25.104545454545452
61,2,14,up,9.115714285714287
62,2,15,down,19.227222222222224
63,2,15,up,11.759999999999998
64,2,16,down,17.308750000000003
65,2,16,up,18.193
66,2,17,down,22.474
67,2,17,up,13.558571428571428
68,2,18,down,36.24857142857143
69,2,18,up,4.983333333333333
70,2,19,down,23.415555555555557
71,2,19,up,15.07
72,2,20,down,7.32
73,2,21,down,8.258
74,2,22,down,10.54
75,2,23,up,11.370000000000001
76,3,0,down,9.972999999999999
77,3,0,up,13.503333333333332
78,3,1,down,6.388
79,3,1,up,0.7775
80,3,2,down,11.76625
81,3,2,up,14.440000000000001
82,3,3,down,4.422499999999999
83,3,3,up,4.807142857142857
84,3,4,down,16.65
85,3,4,up,2.1599999999999997
86,3,5,down,3.9
87,3,5,up,0.8475
88,3,6,down,8.356363636363637
89,3,6,up,8.2075
