,floor,hour,week,direction,total,count,week_avgWait
105,B4,15,3,up,821.61,56,14.67160714
106,B4,15,4,up,516.53,50,10.3306
107,B4,15,5,up,502.79,52,9.669038462
108,B4,15,6,up,670.67,39,17.19666667
109,B4,16,0,up,597.93,35,17.08371429
110,B4,16,1,up,428.49,41,10.45097561
111,B4,16,2,up,351.08,36,9.752222222
112,B4,16,3,up,355.03,34,10.44205882
113,B4,16,4,up,272.52,32,8.51625
114,B4,16,5,up,354.99,48,7.395625
115,B4,16,6,up,779.14,40,19.4785
116,B4,17,0,up,715.8,43,16.64651163
117,B4,17,1,up,169.59,24,7.06625
118,B4,17,2,up,178.82,24,7.450833333
119,B4,17,3,up,99.92,16,6.245
120,B4,17,4,up,236.76,21,11.27428571
121,B4,17,5,up,196.49,26,7.557307692
122,B4,17,6,up,428.62,34,12.60647059
123,B4,18,0,up,120.55,19,6.344736842
124,B4,18,1,up,394.54,26,15.17461538
125,B4,18,2,up,493.37,45,10.96377778
126,B4,18,3,up,557.99,41,13.6095122
127,B4,18,4,up,215.05,18,11.94722222
128,B4,18,5,up,474.63,24,19.77625
129,B4,18,6,up,394.17,28,14.0775
130,B4,19,0,up,267.23,20,13.3615
131,B4,19,1,up,526.64,45,11.70311111
132,B4,19,2,up,439.18,30,14.63933333
133,B4,19,3,up,608.03,39,15.59051282
134,B4,19,4,up,91.11,11,8.282727273
135,B4,19,5,up,527.68,35,15.07657143
136,B4,19,6,up,399.66,25,15.9864
137,B4,20,0,up,92.07,11,8.37
138,B4,20,1,up,292.06,18,16.22555556
139,B4,20,2,up,240.15,22,10.91590909
140,B4,20,3,up,264.42,26,10.17
141,B4,20,4,up,126.67,12,10.55583333
142,B4,20,5,up,150.35,15,10.02333333
143,B4,20,6,up,234.07,15,15.60466667
144,B4,21,0,up,38.25,7,5.464285714
145,B4,21,1,up,84.46,7,12.06571429
146,B4,21,2,up,114.66,14,8.19
147,B4,21,3,up,106.62,13,8.201538462
148,B4,21,4,up,2.08,1,2.08
149,B4,21,5,up,121.03,12,10.08583333
150,B4,21,6,up,182.03,13,14.00230769
151,B4,22,0,up,48.33,10,4.833
152,B4,22,1,up,13.68,9,1.52
153,B4,22,2,up,16.88,10,1.688
154,B4,22,3,up,83.65,19,4.402631579
155,B4,22,4,up,14.19,8,1.77375
156,B4,22,5,up,162.35,17,9.55
157,B4,22,6,up,49.48,13,3.806153846
158,B4,23,0,up,47.89,7,6.841428571
159,B4,23,1,up,158.52,10,15.852
160,B4,23,2,up,200.24,17,11.77882353
161,B4,23,3,up,31.47,9,3.496666667
162,B4,23,4,up,34.47,5,6.894
163,B4,23,5,up,100.54,11,9.14
164,B4,23,6,up,170.16,10,17.016
