,floor,hour,direction,avgWait_weekday
0,1,0,down,9.37857142857143
1,1,0,up,9.164668989547039
2,1,1,down,9.708333333333334
3,1,1,up,8.071036269430053
4,1,2,up,12.5278
5,1,2,down,26.242
6,1,3,up,10.288984375
7,1,3,down,6.81
8,1,4,up,8.551573033707866
9,1,4,down,10.595999999999998
10,1,5,down,5.3100000000000005
11,1,5,up,9.02481865284974
12,1,6,down,30.61159420289855
13,1,6,up,20.864676753782668
14,1,7,down,64.75900763358779
15,1,7,up,25.834209677419352
16,1,8,down,57.68022988505746
17,1,8,up,25.359718875502008
18,1,9,down,51.85513513513514
19,1,9,up,29.888060606060602
20,1,10,down,43.8990977443609
21,1,10,up,28.641800000000003
22,1,11,down,43.218934426229495
23,1,11,up,23.414677002583982
24,1,12,down,39.74880341880342
25,1,12,up,22.402623762376237
26,1,13,down,54.59816993464053
27,1,13,up,24.059929742388764
28,1,14,down,50.61556390977444
29,1,14,up,27.586139088729013
30,1,15,down,35.12908333333333
31,1,15,up,32.094860215053764
32,1,16,down,44.353529411764704
33,1,16,up,28.54580717488789
34,1,17,down,46.82776470588235
35,1,17,up,24.3322641509434
36,1,18,down,61.505531914893616
37,1,18,up,23.794084210526318
38,1,19,down,48.871129032258075
39,1,19,up,31.74199630314233
40,1,20,down,43.678125
41,1,20,up,33.71367834394904
42,1,21,down,37.884
43,1,21,up,27.089190600522194
44,1,22,down,29.93148148148148
45,1,22,up,19.17528936742934
46,1,23,down,22.710555555555555
47,1,23,up,14.320814159292036
48,2,0,down,21.12
49,2,3,down,2.41
50,2,4,up,9.815
51,2,5,down,11.75
52,2,6,down,55.57285714285714
53,2,6,up,19.663333333333334
54,2,7,down,56.83333333333334
55,2,7,up,11.269000000000002
56,2,8,up,12.885089285714288
57,2,8,down,75.43162790697674
58,2,9,down,62.1632876712329
59,2,9,up,14.114380952380955
60,2,10,down,49.284285714285716
61,2,10,up,13.24934065934066
62,2,11,down,33.03046875
63,2,11,up,12.466792452830187
64,2,12,down,40.66952380952381
65,2,12,up,10.842716049382718
66,2,13,down,62.17583333333333
67,2,13,up,11.415346534653466
68,2,14,down,60.09783783783784
69,2,14,up,11.496521739130433
70,2,15,up,15.171553398058252
71,2,15,down,46.83315068493151
72,2,16,down,52.05177419354839
73,2,16,up,13.711196581196582
74,2,17,down,44.67828571428571
75,2,17,up,14.251408450704224
76,2,18,down,57.8556
77,2,18,up,12.302083333333336
78,2,19,up,17.055294117647062
79,2,19,down,74.378
80,2,20,down,34.214
81,2,20,up,18.465
82,2,21,down,21.5075
83,2,21,up,3.5475000000000003
84,2,22,up,18.661666666666665
85,2,22,down,19.9725
86,2,23,down,7.649999999999999
87,2,23,up,7.325
88,4,0,down,24.979677419354843
89,4,0,up,17.064285714285713
90,4,1,down,19.747857142857143
91,4,1,up,17.06
92,4,2,down,32.12428571428571
93,4,2,up,12.81
94,4,3,down,14.01125
95,4,3,up,20.133333333333333
96,4,4,up,11.21
97,4,5,up,16.314999999999998
98,4,6,down,48.61533333333333
99,4,6,up,19.2475
100,4,7,down,71.21490196078432
101,4,7,up,15.472545454545456
102,4,8,down,94.17018181818182
103,4,8,up,14.267191011235955
104,4,9,down,85.94744897959184
105,4,9,up,13.448431372549019
106,4,10,down,90.6477118644068
107,4,10,up,15.773828125
108,4,11,down,110.58026178010472
109,4,11,up,13.725602836879432
110,4,12,down,106.00479069767441
111,4,12,up,12.462045454545455
112,4,13,down,93.03228758169935
113,4,13,up,11.53758389261745
114,4,14,down,89.61132183908045
115,4,14,up,13.304135802469135
116,4,15,down,89.32922705314009
117,4,15,up,12.520454545454545
118,4,16,down,85.40559523809523
119,4,16,up,14.722684563758392
120,4,17,down,97.45184971098269
121,4,17,up,14.928931297709925
122,4,18,down,89.09142857142858
123,4,18,up,14.351470588235292
124,4,19,down,83.73402061855668
125,4,19,up,16.432625
126,4,20,down,70.7636170212766
127,4,20,up,15.437777777777779
128,4,21,down,44.39735294117647
129,4,21,up,21.0684
130,4,22,down,36.78222222222222
131,4,22,up,17.434545454545454
132,4,23,down,22.3025
133,4,23,up,16.716666666666665
134,8,0,down,21.222631578947368
135,8,0,up,21.055
136,8,1,down,17.219615384615384
137,8,1,up,16.89
138,8,2,down,18.504615384615384
139,8,2,up,43.28666666666667
140,8,3,down,20.33333333333333
141,8,3,up,23.07
142,8,4,down,21.14428571428571
143,8,4,up,18.23
144,8,5,down,20.728571428571428
145,8,5,up,22.29
146,8,6,down,22.690291262135922
147,8,6,up,38.86625
148,8,7,down,21.890473933649286
149,8,7,up,77.95829268292681
150,8,8,down,16.998652482269506
151,8,8,up,69.92392
152,8,9,down,14.533642172523965
153,8,9,up,84.69403846153847
154,8,10,down,14.06243445692884
155,8,10,up,76.7843046357616
156,8,11,down,13.628785714285712
157,8,11,up,93.32466666666666
158,8,12,down,13.314731543624161
159,8,12,up,93.6412408759124
160,8,13,down,16.23679104477612
161,8,13,up,100.53477707006368
162,8,14,down,15.646497890295358
163,8,14,up,75.33247126436783
164,8,15,down,14.709550561797752
165,8,15,up,83.61222972972972
166,8,16,down,14.636734693877552
167,8,16,up,83.80812499999998
168,8,17,down,11.811308139534885
169,8,17,up,84.64689320388351
170,8,18,down,12.991310975609755
171,8,18,up,99.77336363636364
172,8,19,down,17.76142405063291
173,8,19,up,69.92509803921568
174,8,20,down,15.351511627906977
175,8,20,up,59.70892307692308
176,8,21,down,19.587305936073054
177,8,21,up,48.505102040816325
178,8,22,down,18.158155339805823
179,8,22,up,26.33625
180,8,23,down,21.074
181,8,23,up,29.025
182,9,0,down,18.990625
183,9,0,up,23.33
184,9,1,down,20.74921052631579
185,9,1,up,14.392
186,9,2,down,19.31913043478261
187,9,2,up,1.26
188,9,3,down,22.366666666666664
189,9,4,down,18.133636363636363
190,9,5,down,21.636486486486486
191,9,5,up,20.73
192,9,6,down,26.370994475138122
193,9,6,up,63.42307692307693
194,9,7,down,27.283880597014928
195,9,7,up,62.690526315789484
196,9,8,down,20.485062893081764
197,9,8,up,52.99266666666667
198,9,9,down,20.915701219512197
199,9,9,up,47.80979166666666
200,9,10,down,17.32553459119497
201,9,10,up,37.47375
202,9,11,down,15.665386904761903
203,9,11,up,43.03148936170212
204,9,12,down,15.89558988764045
205,9,12,up,58.8
206,9,13,down,17.23714285714286
207,9,13,up,51.063508771929826
208,9,14,down,19.082392638036808
209,9,14,up,51.87114285714286
210,9,15,down,18.63558823529411
211,9,15,up,52.3363829787234
212,9,16,down,18.372464183381087
213,9,16,up,55.500921052631575
214,9,17,down,13.844570707070705
215,9,17,up,44.702790697674416
216,9,18,down,18.37563725490196
217,9,18,up,44.59400000000001
218,9,19,down,20.80616901408451
219,9,19,up,57.47833333333333
220,9,20,down,22.444642857142853
221,9,20,up,65.39307692307692
222,9,21,down,20.8041447368421
223,9,21,up,23.931666666666665
224,9,22,down,24.228294117647057
225,9,22,up,31.09
226,9,23,down,20.155454545454546
227,9,23,up,20.545
228,10,0,down,14.925000000000002
229,10,0,up,21.74
230,10,1,down,20.385
231,10,1,up,29.87
232,10,3,down,9.8175
233,10,3,up,2.39
234,10,5,down,0.56
235,10,6,down,38.43
236,10,7,down,27.2040625
237,10,7,up,45.5275
238,10,8,down,17.653492063492067
239,10,8,up,45.25766666666666
240,10,9,down,18.80713043478261
241,10,9,up,60.947017543859644
242,10,10,down,16.456040268456377
243,10,10,up,55.163291139240506
244,10,11,down,14.527976878612714
245,10,11,up,43.42728395061729
246,10,12,down,16.457666666666668
247,10,12,up,64.0785294117647
248,10,13,down,15.81373913043478
249,10,13,up,49.33070175438597
250,10,14,down,14.894587155963302
251,10,14,up,35.14842465753425
252,10,15,down,14.5545
